views,likes,media,comments,url,caption,post_datetime
138,35,video,4,https://www.instagram.com/p/BZV_pJjHPLT/?taken-by=panasonic_india,Don’t miss a chance to win a #PanasonicMicrowave. Participate in #DoMorewithPanasonic #Contest now. #ContestAlert #Microwaves,2017-09-22T12:41:16.000Z
115,29,video,1,https://www.instagram.com/p/BZYfPs7H9sc/?taken-by=panasonic_india,1 day left to win a #PanasonicMicrowave. Hurry up and share your entries with us. #DoMoreWithPanasonic #Contest #ContestAlert #Microwave��,2017-09-23T11:55:54.000Z
na,28,image,8,https://www.instagram.com/p/BZbpbDGHDO9/?taken-by=panasonic_india,We are overwhelmed to see such amazing entries. The winner will be announced soon. Stay tuned! #DoMoreWithPanasonic #ContestClosed #Microwave,2017-09-24T17:22:33.000Z
96,32,video,2,https://www.instagram.com/p/BZgigTiHAVD/?taken-by=panasonic_india,"The Panasonic Foamtastic range of washing machines keep your clothes clean and fresh with its Advanced Active Foam wash. Lots of jhaag, no no daag. http://bit.ly/2vCcGm6",2017-09-26T14:58:18.000Z
90,28,video,0,https://www.instagram.com/p/BZjFtRyHKpe/?taken-by=panasonic_india,"Happiness comes in different colours, so do stains. Don’t let stains come in between your child’s happiness and creativity. Wipe them off  with the Advanced Active Foam wash technology from Panasonic foamtastic range of washing machines because ‘lot’s of Jhaag means no no daag’. #ItsFoamtastic http://bit.ly/2vCcGm6

Doesn't include all paint stains. Conditions Apply*",2017-09-27T14:44:23.000Z
128,39,video,0,https://www.instagram.com/p/BZld4ljH_7J/?taken-by=panasonic_india,"With its unique stainmaster technology, Panasonic range of foamtastic washing machines help you get rid of stains of all kinds.  http://bit.ly/2vCcGm6",2017-09-28T12:54:08.000Z
na,32,image,0,https://www.instagram.com/p/BZoo3QUHuVW/?taken-by=panasonic_india,"Thank you for participating in our #DoMoreWithPanasonic contest. Here are the runners-up:

1.  Abhay Raj Sharma 
2.  Harsha Aggarwal

3.  Kamlesh Goyal:

4.  Kanika Bhowmik:

5.  Kavita Churiwalla 
6. Kanika Goyal

7. Mukesh Agarwal

8. Munmun Das

9. Payal Patnayak. 
10.Rupak C Bhowmik 
11. Saba Rehan 
12. Saloni Mehta 
13.Sanchita Bhartiya

14.Shiv Shanker 
15.Shruta Padave 
16.Umesh Goyal

17. Vaishali Jain

18.Gitanjali Pethkar 
Congratulations once again! Stay tuned with us for more exciting contests.",2017-09-29T18:27:47.000Z
134,40,video,0,https://www.instagram.com/p/BZpzd3nn7cw/?taken-by=panasonic_india,"This Dussehra, don’t burn the evil, just wash it off with Panasonic Foamtastic range of washing machines #HappyDussehra",2017-09-30T05:19:41.000Z
117,29,video,0,https://www.instagram.com/p/BZtJ506n2wu/?taken-by=panasonic_india,Panasonic washing machine with #EasyWideOpening is the perfect companion for a family#DunkYourLaundry and share your screen shots in the comments http://bit.ly/2vCcGm6,2017-10-01T12:33:28.000Z
95,38,video,0,https://www.instagram.com/p/BZvaBV-HOOw/?taken-by=panasonic_india,This #GandhiJayanti only hear what’s good.,2017-10-02T09:32:47.000Z
na,31,image,3,https://www.instagram.com/p/BZyEDgLHgQ4/?taken-by=panasonic_india,Congratulations to all the winners. Thanks for making #DoMoreWithPanasonic contest a huge success.,2017-10-03T10:18:33.000Z
92,27,video,0,https://www.instagram.com/p/BZyYYU9nxGB/?taken-by=panasonic_india,"Your favourite clothes deserve the best of care. Go gentle on them with the FoamPremia washing machine’s ‘gentle wash’ feature. #ItsFoamtastic
http://bit.ly/2vCcGm6",2017-10-03T13:16:10.000Z
na,57,image,2,https://www.instagram.com/p/BY3n7FQHPUz/?taken-by=panasonic_india,"Live concert, in your home. Get the greatest experience ever with Panasonic #ShinobiUltra #4K. #BetterLifeBetterWorld",2017-09-10T17:36:47.000Z
na,26,image,0,https://www.instagram.com/p/BY5wLlBn8_R/?taken-by=panasonic_india,"Strength, determination and perseverance is what it takes to soar up high. #PanasonicScholarshipProgram2017",2017-09-11T13:27:26.000Z
96,27,video,1,https://www.instagram.com/p/BY8PpAPHVWa/?taken-by=panasonic_india,Every beat is an experience with Panasonic Headphones.#music #musiclovers #headphones #musiclove #beat #musicbeats #instamusic,2017-09-12T12:40:48.000Z
