views,likes,media,comments,url,caption
na,66.5k,image,274,https://www.instagram.com/p/Bbu2zUJA2jP/?taken-by=google,"To celebrate the @museoguggeinheim turning 20, @googleartsculture invited @johantonnoir—known for running, flipping and jumping across Paris's busy rooftops with only a pair of sturdy shoes—to capture the the museum’s iconic, swirling roof from a new angle. 📷: @trashhand"
na,58.5k,image,357,https://www.instagram.com/p/BbzpMPoAfrN/?taken-by=google,"We're thankful for sprinkles. And donut-sized, superhero-powered help from Google Home Mini. 📷: @mrlessy"
na,53k,image,282,https://www.instagram.com/p/BcAl7LfAXa6/?taken-by=google,Feeling the perfect measure of zen with this #MySuperG drawing by @benvoa.
na,29.7k,image,196,https://www.instagram.com/p/BcBCZy6AHJ5/?taken-by=google,"Meet Olivia, a Staffing Services Associate at Google. Raised on the Oneida Indian Reservation in Wisconsin, Olivia now works at our Mountain View headquarters and is a member of the Google American Indian Network. Wearing earrings and a necklace made of wampum, a traditional bead made out of quahog shells native to the East Coast, she says, “Native Americans have remained resilient through a long history of forced relocation by our ability to creatively adapt our values and ways to changing environments. Oneida’s traditional homelands are in New York, and like quahog shells, we represent our cultural legacies wherever we go. I’m inspired by incorporating my culture into my daily life, from simply wearing wampum jewelry to working with the Google American Indian Network, to make an impact in Native communities across the country. Our heritage is a strong fire that has been kept alive and protected through each generation and I am so honored to celebrate it today.” #NativeAmericanHeritageMonth"
na,84.2k,image,553,https://www.instagram.com/p/BcDT0bUAoYh/?taken-by=google,"Often found riding around our Sunnyvale campus, meet Theo, short for Thelonius! This #Doogler loves meeting new people (and licking their faces!), playing with his stuffed 🐘 Eustace and eating *just* about anything."
na,111k,image,686,https://www.instagram.com/p/BcIsq7EAHwb/?taken-by=google,"#teampixel photographer @jonhuynh1 shows us the dramatic beauty of Yosemite National Park in an epic shot of Half Dome. Kids, don’t try this at home. 😉"
na,71.2k,image,328,https://www.instagram.com/p/BcSj6ong2G3/?taken-by=google,"Nestled among beautifully intricate leaves and creatures, lies a striking #MySuperG by @littlepatterns."
140k,na,video,288,https://www.instagram.com/p/BcS8iW_gkjA/?taken-by=google,"Perfect shot, perfect cookie. To show how AI can be pretty sweet, we mixed up our seasonal baking with two new ingredients, a local bakery in Pittsburgh and our Google AI technology. To demonstrate what a new experimental design technology could do, our research team came up with a real-world challenge: designing the best-possible chocolate chip cookies using a given set of ingredients. Two months and 59 test batches later, a new take on the classic chocolate chip was born: The Chocolate Chip and Cardamom Cookie. That’s one smart 🍪."
na,47.5k,image,281,https://www.instagram.com/p/BcYQ-k1A8Bh/?taken-by=google,"With eyes on the pies, today we visited Oklahoma City on our #GrowWithGoogle tour to connect job seekers, educators, students and local businesses with the digital skills they need to succeed. Along with workshops and coaching sessions, we spotlighted businesses like @piejunkieokc, a pie shop that's been making the community sweeter since 2010."
na,37.7k,image,162,https://www.instagram.com/p/Ba1twviAg_p/?taken-by=google,"We can haz your timeline? Taking over Instagram fur #NationalCatDay, we're Mosey and Thunder, two purrfect rescue kittens from the Bay Area. To make room for all our toys, we've sent the #Dooglers on a nice, looong walk."
na,36.8k,image,202,https://www.instagram.com/p/Ba4XDVSAumm/?taken-by=google,#MySuperG is ready for fall thanks to this autumnal creation by @ack_bos.
na,38.9k,image,198,https://www.instagram.com/p/Ba67fCZgz8B/?taken-by=google,"Trick-or-treat yourself all the way to Westeros with #Dooglers Gustave and Mieka! Ruling from the Iron Throne in our LA office, these pups dressed as Cersei and Jaime Lannister always know where to find the best snacks in all the Seven Kingdoms."
na,42.3k,image,181,https://www.instagram.com/p/Ba9mf2gARAy/?taken-by=google,"In case you hadn’t herd, last summer some friendly sheep helped capture imagery of the Faroe Islands for #StreetView. Today, the #SheepView imagery is officially on Google Maps! To this we say, “where there’s a wool, there’s a way.”"
na,62.9k,image,312,https://www.instagram.com/p/Ba__9TpAlTo/?taken-by=google,"#teampixel photographer @shawnsblog takes us on the road and into the woods with this serene, misty picture of fall in Virginia."
na,30.1k,image,171,https://www.instagram.com/p/BbC2UPxgDty/?taken-by=google,"Creators like artist @shantell_martin are using #ARCore, our platform for building augmented reality experiences, to push creative boundaries. For Shantell, this means continuing her iconic line drawings into 3D space. See our story for more on how other creators are using AR."
na,83.5k,image,311,https://www.instagram.com/p/BbKa_o6AIxE/?taken-by=google,"A #MySuperG that can pencil you in, thanks to @bashirsultani."
na,35.4k,image,130,https://www.instagram.com/p/BbLEZ_0AwW0/?taken-by=google,"Bringing the bold colors of city streets to your Pixel, we’ve launched new phone cases with muralist and painter @jasonwoodside. He even brought his geometric work to our #googlepopup in LA with a mural outfitting the building, pictured above. g.co/jasonwoodside"
na,35.2k,image,170,https://www.instagram.com/p/BbNGkNmgEm0/?taken-by=google,"Meet Army Veteran James Matthew Landis. A computer engineer working on healthcare applications for robotics, James is a recipient of the Google Student Veterans of America scholarship—a program to help veterans on their path to attaining a computer science or IT-related degree. He also works at No One Left Behind in Pittsburgh, PA, a national organization dedicated to helping America’s wartime allies and their families resettle safely in the U.S. “We’ve brought in 8 families in our first two months and I’m incredibly proud of our work,” he says. #honoringvets"
na,24.9k,image,123,https://www.instagram.com/p/BbPusT3g4wI/?taken-by=google,"Meet Marine Veteran Elizabeth Jones, another amazing Google Student Veterans of America scholar. After leaving the corps in 2007, she became an electrical engineer. Today she works as a systems engineer on anti-submarine warfare systems to protect American soldiers at sea. On the scholarship program she says, “Google’s done a lot more for me than just giving me a scholarship. I feel like it really showed me that there are people like me doing great things with their degrees.” #honoringvets"
na,112k,image,533,https://www.instagram.com/p/BbSUrHsgwLs/?taken-by=google,#teampixel photographer @prateekkeshari captured beautiful red and pink sandstone in this symmetrical shot of a Jaipur palace.
na,62.4k,image,309,https://www.instagram.com/p/Bbcpd7WA8RQ/?taken-by=google,Shredding into the week with this #MySuperG ✂️ by @officialsarahrosado. Tag your own creative interpretation of our logo and you might be featured!
na,36.5k,image,172,https://www.instagram.com/p/BaFFeoBgp0E/?taken-by=google,"The story of the Agoraphobic Traveller, known on Instagram as @streetview.portraits, is even more amazing than her photos. Though her condition prevents her from travelling, she uses #StreetView to visit and capture photos of remote places in parts of the world that have always fascinated her. #SearchOn"
na,32.3k,image,166,https://www.instagram.com/p/BaHeu_BFxih/?taken-by=google,"Originally from Mexico City, Alberto is now an industrial design creative lead for Hardware at our Mountain View headquarters. Above he’s holding an original molcajete from his grandma, a tool used to make salsa from scratch. On his work, he says, “Growing up in a vibrant city with a mix of cultures (the hyper-modern and the ancient traditions co-existing), shaped my method of problem-solving and tackling challenges. One of the most interesting challenges of my job is translating Google’s brand values—being “approachable,” for example—into physical objects.” #HispanicHeritageMonth"
na,59.4k,image,187,https://www.instagram.com/p/BaKVwdrgNY1/?taken-by=google,"We're feeling on top of the world! #StreetView is celebrating a major milestone today by traveling the furthest north we’ve ever been, to Quttinirpaaq National Park in Nunavut, Canada—about 500 miles south of the North Pole."
na,50.9k,image,201,https://www.instagram.com/p/BaMgmZlgEE0/?taken-by=google,"Our CEO @sundarpichai was in Pittsburgh, PA yesterday, visiting with students at Langley K-8 School and joining local Googlers to volunteer at Goodwill's Digital Skills Career Day. Sundar's visit was part of our announcement of new programs to create more opportunity for everyone, including $1 billion in Google.org grants, 1 million Googler volunteer hours, and #GrowWithGoogle, a new initiative to help Americans grow their skills, career or business."
na,30.9k,image,218,https://www.instagram.com/p/BaNBdFbAOp7/?taken-by=google,"Pixel 2, meet the Bayou. Photographer Timmy McGurr, also known as @13thwitness, brought the new Pixel 2 to New Orleans, exploring and capturing the city’s vibrant people, incredible seafood and beautiful scenery. #teampixel"
na,37.5k,image,169,https://www.instagram.com/p/BaPRAmUAPEo/?taken-by=google,"Meet Gladys Karina, a program manager at X, Alphabet's moonshot factory. Originally from Ecuador, Gladys Karina is pictured wearing a toquilla woven straw hat, a traditional Ecuadorian art. “Knowing where I come from is a key part of knowing who I am and what I stand for. No matter how difficult the obstacle, I know that I do not stand alone. Supported by the strength of our forefathers and inspired by the potential of our descendants, our cultural heritage is a beautiful ode to our history and a lighthouse for our future. We all are living legacies."" #HispanicHeritageMonth"
241k,na,video,180,https://www.instagram.com/p/BaR9fFjABrD/?taken-by=google,Some 1.2 billion people around the world need better access to clean 💧. Researchers at Google and beyond are betting on supercomputers to help solve this by making ocean water drinkable.
na,67.2k,image,426,https://www.instagram.com/p/BaUWudVgphO/?taken-by=google,"Sparkles, space, and side of fries, this #MySuperG is all about balance. See these and all of the things you love right in your feed in the Google app."
na,61.6k,image,261,https://www.instagram.com/p/BachWpLgFAp/?taken-by=google,You’re never too old to play in the mud. #teampixel photographer @samarthv.pattar throws a ✌️ sign at his reflection after the rain.
na,60.4k,image,230,https://www.instagram.com/p/BamcCLQAIAA/?taken-by=google,"As bright as the lights of Diwali, this colorful rangoli #MySuperG was created by @kalakar to mark last week's festival."
na,57.7k,image,254,https://www.instagram.com/p/Bao9rggAdOX/?taken-by=google,"That gourd-geous smile means Charlie has fallen into his favorite season. 🍂. This NYC-based #Doogler loves playing in piles of leaves, exploring the city’s parks and snuggling on the couch."
na,52.5k,image,261,https://www.instagram.com/p/BauYrCBgJJg/?taken-by=google,"Out of all the apples in the orchard, #teampixel photographer @jerkharry picked the sweetest ones."
na,40.8k,image,211,https://www.instagram.com/p/BZjPwLlAxzU/?taken-by=google,"Meet Adriana, a Google software engineer, who up until 4 years ago today, lived in Candelaria de Naranjo, a small town in Costa Rica. Wearing a traditional Costa Rican dress, Adriana talked about her favorite food (her mom's ""olla de carne"") and one of her biggest moments at Google: “I went to a recruiting event at a high school in Costa Rica. After the talk, one of the students approached me and said, ‘I wouldn’t have imagined in my wildest dreams that someone from our hometown could work at Google. This is awesome, I now want to work for NASA and I think I can do it.’ That moment made me feel like I’ve come so far, and that I’m helping people see it is possible to work for big companies, no matter where you’re born.” #HispanicHeritageMonth"
84.9k,na,video,146,https://www.instagram.com/p/BZji4dVgqhW/?taken-by=google,"Our friends at @madewithcode have teamed up with Snap Inc. to inspire teens to code the future. Check out the #MyFutureMe Challenge, a first-of-its-kind competition.

Find official rules at snapismadewithcode.com/contest-rules."
79.3k,na,video,112,https://www.instagram.com/p/BZll4dSgdrY/?taken-by=google,Got questions about the new things we’re making? @madebygoogle has answers.
na,38.5k,image,147,https://www.instagram.com/p/BZmVw_MAzxj/?taken-by=google,Scene from the aquarium or watercolor painting? Hard to tell with this cool-toned shot of fish in motion by #teampixel photographer @oxykostin.
na,44.1k,image,265,https://www.instagram.com/p/BZpCctXgvy0/?taken-by=google,"Taking a moment to espresso our ❤️ for coffee shops this #NationalCoffeeDay. Thanks to all those who shared #SmallThanks photos from their favorite local spots including @_barista_m, @_cfooddiet, @jakearcher85, @prologuecoffeeroom, @5stonescoffeeco and  @farleyseast."
